,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone
277,0,2,male,0.07514339510224774,0,0,0.0,S,Second,man,True,Southampton,no,True
278,0,3,male,-1.6296156212766215,4,1,3.405355391810819,Q,Third,child,False,Queenstown,no,False
279,1,3,female,0.38099224800225656,1,1,3.056356895370426,S,Third,woman,False,Southampton,yes,False
280,0,3,male,2.535214965086769,0,0,2.169053700369523,Q,Third,man,True,Queenstown,no,True
281,0,3,male,-0.12165971931746294,0,0,2.180891922715322,S,Third,man,True,Southampton,no,True
282,0,3,male,-0.9833488061512679,0,0,2.3513752571634776,S,Third,man,True,Southampton,no,True
283,1,3,male,-0.7679265344428166,0,0,2.2027647577118348,S,Third,man,True,Southampton,yes,True
284,0,1,male,0.8320424051549814,0,0,3.295836866004329,S,First,man,True,Southampton,no,True
285,0,3,male,0.23737740019662243,0,0,2.2682524139135403,C,Third,man,True,Cherbourg,no,True
286,1,3,male,0.021955128488171206,0,0,2.3513752571634776,S,Third,man,True,Southampton,yes,True
287,0,3,male,-0.5525042627343654,0,0,2.1855792552411137,S,Third,man,True,Southampton,no,True
288,1,2,male,0.8836442153219761,0,0,2.6390573296152584,S,Second,man,True,Southampton,yes,True
289,1,3,female,-0.5525042627343654,0,0,2.169053700369523,Q,Third,woman,False,Queenstown,yes,True
290,1,1,female,-0.2652745671230971,0,0,4.380149874661021,S,First,woman,False,Southampton,yes,True
291,1,1,female,-0.7679265344428166,1,0,4.5226490762785785,C,First,woman,False,Cherbourg,yes,False
292,0,2,male,0.45279967190507364,0,0,2.630088659632498,C,Second,man,True,Cherbourg,no,True
293,0,3,female,-0.4088894149287312,0,0,2.2874714551839976,S,Third,woman,False,Southampton,no,True
294,0,3,male,-0.4088894149287312,0,0,2.1855792552411137,S,Third,man,True,Southampton,no,True
296,0,3,male,-0.4447931268801398,0,0,2.1076888046179385,C,Third,man,True,Cherbourg,no,True
297,0,1,female,-1.9886527407907069,1,2,5.027492411162679,S,First,child,False,Southampton,no,False
298,1,1,male,0.8320424051549814,0,0,3.449987545831587,S,First,man,True,Southampton,yes,True
299,1,1,female,1.4581036065445128,0,1,5.515526544247129,C,First,woman,False,Cherbourg,yes,False
301,1,3,male,-0.22882591345669478,2,0,3.188416617383492,Q,Third,man,True,Queenstown,yes,False
302,0,3,male,-0.7679265344428166,0,0,0.0,S,Third,man,True,Southampton,no,True
303,1,2,female,-0.06974489257691283,0,0,2.5915163848462583,Q,Second,woman,False,Queenstown,yes,True
305,1,1,male,-2.0662047586057493,1,2,5.027492411162679,S,First,child,False,Southampton,yes,False
306,1,1,female,0.35311407166351566,0,0,4.717456363787216,C,First,woman,False,Cherbourg,yes,True
307,1,1,female,-0.9115413822484507,1,0,4.699570861409576,C,First,woman,False,Cherbourg,yes,False
308,0,2,male,0.021955128488171206,1,0,3.2188758248682006,C,Second,man,True,Cherbourg,no,False
309,1,1,female,0.021955128488171206,0,0,4.0592215752427645,C,First,woman,False,Cherbourg,yes,True
310,1,1,female,-0.4088894149287312,0,0,4.432699549165613,C,First,woman,False,Cherbourg,yes,True
311,1,1,female,-0.8397339583456337,2,2,5.5735788721243535,C,First,woman,False,Cherbourg,yes,False
312,0,2,female,-0.2652745671230971,1,1,3.295836866004329,S,Second,woman,False,Southampton,no,False
314,0,2,male,0.9554516392247931,1,1,3.305053521109253,S,Second,man,True,Southampton,no,False
315,1,3,female,-0.2652745671230971,0,0,2.180891922715322,S,Third,woman,False,Southampton,yes,True
316,1,2,female,-0.4088894149287312,1,0,3.295836866004329,S,Second,woman,False,Southampton,yes,False
317,0,2,male,1.7453333021557809,0,0,2.70805020110221,S,Second,man,True,Southampton,no,True
318,1,1,female,0.09376255239098828,0,2,5.11118445372147,S,First,woman,False,Southampton,yes,False
319,1,1,female,0.740029367516342,1,1,4.908971640319756,C,First,woman,False,Cherbourg,yes,False
321,0,3,male,-0.19346714322028,0,0,2.1855792552411137,S,Third,man,True,Southampton,no,True
322,1,2,female,0.021955128488171206,0,0,2.5915163848462583,Q,Second,woman,False,Queenstown,yes,True
323,1,2,female,-0.5525042627343654,1,1,3.4011973816621555,S,Second,woman,False,Southampton,yes,False
325,1,1,female,0.45279967190507364,0,0,4.91730069488021,C,First,woman,False,Cherbourg,yes,True
326,0,3,male,2.2479852694755005,0,0,1.9792758428991135,S,Third,man,True,Southampton,no,True
327,1,2,female,0.45279967190507364,0,0,2.6390573296152584,S,Second,woman,False,Southampton,yes,True
328,1,3,female,0.09376255239098828,1,1,3.0692150503137943,S,Third,woman,False,Southampton,yes,False
329,1,1,female,-0.9833488061512679,0,1,4.077184839375167,C,First,woman,False,Cherbourg,yes,False
330,1,3,female,-0.5704561187100696,2,0,3.188416617383492,Q,Third,woman,False,Queenstown,yes,False
331,0,1,male,1.134970198981836,0,0,3.3843902633457743,S,First,man,True,Southampton,no,True
332,0,1,male,0.5964145197107078,0,1,5.039951348430309,S,First,man,True,Southampton,no,False
333,0,3,male,-0.9833488061512679,2,0,2.9444389791664403,S,Third,man,True,Southampton,no,False
334,1,1,female,0.35311407166351566,1,0,4.902678819257608,S,First,woman,False,Southampton,yes,False
336,0,1,male,-0.049852295414645864,1,0,4.213607983048918,S,First,man,True,Southampton,no,False
337,1,1,female,0.811836791419159,0,0,4.908971640319756,C,First,woman,False,Cherbourg,yes,True
338,1,3,male,1.0990664870304272,0,0,2.2027647577118348,S,Third,man,True,Southampton,yes,True
339,0,1,male,1.0990664870304272,0,0,3.597312260588446,S,First,man,True,Southampton,no,True
340,1,2,male,-1.9886527407907069,1,1,3.295836866004329,S,Second,child,False,Southampton,yes,False
341,1,1,female,-0.4088894149287312,3,2,5.575949103146316,S,First,woman,False,Southampton,yes,False
342,0,2,male,-0.12165971931746294,0,0,2.6390573296152584,S,Second,man,True,Southampton,no,True
344,0,2,male,0.45279967190507364,0,0,2.6390573296152584,S,Second,man,True,Southampton,no,True
345,1,2,female,-0.4088894149287312,0,0,2.6390573296152584,S,Second,woman,False,Southampton,yes,True
346,1,2,female,0.740029367516342,0,0,2.6390573296152584,S,Second,woman,False,Southampton,yes,True
347,1,3,female,-0.5704561187100696,1,0,2.8390784635086144,S,Third,woman,False,Southampton,yes,False
348,1,3,male,-1.9168453168878898,1,1,2.8273136219290276,S,Third,child,False,Southampton,yes,False
349,0,3,male,0.8836442153219761,0,0,2.2682524139135403,S,Third,man,True,Southampton,no,True
350,0,3,male,-0.4806968388315483,0,0,2.3248357019288655,S,Third,man,True,Southampton,no,True
351,0,1,male,0.8320424051549814,0,0,3.58351893845611,S,First,man,True,Southampton,no,True
352,0,3,male,-1.0551562300540849,1,1,2.1076888046179385,C,Third,child,False,Cherbourg,no,False
353,0,3,male,-0.33708199102591413,1,0,2.9338568698359038,S,Third,man,True,Southampton,no,False
356,1,1,female,-0.5525042627343654,0,1,4.02535169073515,S,First,woman,False,Southampton,yes,False
357,0,2,female,0.5964145197107078,0,0,2.6390573296152584,S,Second,woman,False,Southampton,no,True
360,0,3,male,0.740029367516342,1,4,3.3638415951183864,S,Third,man,True,Southampton,no,False
361,0,2,male,-0.049852295414645864,1,0,3.357621598945279,C,Second,man,True,Cherbourg,no,False
362,0,3,female,1.0990664870304272,0,1,2.737880811060884,C,Third,woman,False,Cherbourg,no,False
363,0,3,male,0.38099224800225656,0,0,2.0856720914304723,S,Third,man,True,Southampton,no,True
365,0,3,male,0.021955128488171206,0,0,2.1102132003465894,S,Third,man,True,Southampton,no,True
366,1,1,female,2.1761778455726835,1,0,4.334017415487521,C,First,woman,False,Cherbourg,yes,False
367,1,3,female,-0.5704561187100696,0,0,2.1076888046179385,C,Third,woman,False,Cherbourg,yes,True
369,1,1,female,-0.4088894149287312,0,0,4.252771798816619,C,First,woman,False,Cherbourg,yes,True
370,1,1,male,-0.33708199102591413,1,0,4.0332082470129285,C,First,man,True,Cherbourg,yes,False
371,0,3,male,-0.8397339583456337,1,0,2.0143428636837015,S,Third,man,True,Southampton,no,False
372,0,3,male,-0.7679265344428166,0,0,2.2027647577118348,S,Third,man,True,Southampton,no,True
373,0,1,male,-0.5525042627343654,0,0,4.91730069488021,C,First,man,True,Cherbourg,no,True
374,0,3,female,-1.9168453168878898,3,1,3.0944457464900235,S,Third,child,False,Southampton,no,False
375,1,1,female,0.35311407166351566,1,0,4.420896324687287,C,First,woman,False,Cherbourg,yes,False
376,1,3,female,-0.5525042627343654,0,0,2.1102132003465894,S,Third,woman,False,Southampton,yes,True
377,0,1,male,-0.19346714322028,0,2,5.358941988364472,C,First,man,True,Cherbourg,no,False
378,0,3,male,-0.6961191105399995,0,0,1.6119347926326877,C,Third,man,True,Cherbourg,no,True
379,0,3,male,-0.7679265344428166,0,0,2.1719067693519296,S,Third,man,True,Southampton,no,True
380,1,1,female,0.8836442153219761,0,0,5.4316456135398825,C,First,woman,False,Cherbourg,yes,True
381,1,3,female,-2.060460164693524,0,2,2.817902613071225,C,Third,child,False,Cherbourg,yes,False
382,0,3,male,0.16556997629380535,0,0,2.188856327665703,S,Third,man,True,Southampton,no,True
383,1,1,female,0.38099224800225656,1,0,3.970291913552122,S,First,woman,False,Southampton,yes,False
385,0,2,male,-0.8397339583456337,0,0,4.310799125385514,S,Second,man,True,Southampton,no,True
386,0,3,male,-2.060460164693524,5,2,3.8691155044168695,S,Third,child,False,Southampton,no,False
388,0,3,male,-0.22882591345669478,0,0,2.1666737276227077,Q,Third,man,True,Queenstown,no,True
389,1,2,female,-0.9115413822484507,0,0,2.5649493574615367,C,Second,woman,False,Cherbourg,yes,True
390,1,1,male,0.45279967190507364,1,2,4.795790545596741,S,First,man,True,Southampton,yes,False
391,1,3,male,-0.6243116866371824,0,0,2.174274334826008,S,Third,man,True,Southampton,yes,True
392,0,3,male,-0.12165971931746294,2,0,2.188856327665703,S,Third,man,True,Southampton,no,False
393,1,1,female,-0.4806968388315483,1,0,4.738607824217808,C,First,woman,False,Cherbourg,yes,False
394,1,3,female,-0.4088894149287312,0,2,2.8735646395797834,S,Third,woman,False,Southampton,yes,False
395,0,3,male,-0.5525042627343654,0,0,2.174274334826008,S,Third,man,True,Southampton,no,True
396,0,3,female,0.09376255239098828,0,0,2.180891922715322,S,Third,woman,False,Southampton,no,True
397,0,2,male,1.1708739109332444,0,0,3.295836866004329,S,Second,man,True,Southampton,no,True
398,0,2,male,-0.4806968388315483,0,0,2.4423470353692043,S,Second,man,True,Southampton,no,True
399,1,2,female,-0.12165971931746294,0,0,2.613739521630969,S,Second,woman,False,Southampton,yes,True
400,1,3,male,0.6682219436135248,0,0,2.188856327665703,S,Third,man,True,Southampton,yes,True
401,0,3,male,-0.2652745671230971,0,0,2.2027647577118348,S,Third,man,True,Southampton,no,True
402,0,3,female,-0.6243116866371824,1,0,2.3818582738885534,S,Third,woman,False,Southampton,no,False
403,0,3,male,-0.12165971931746294,1,0,2.8243506567983707,S,Third,man,True,Southampton,no,False
404,0,3,female,-0.6961191105399995,0,0,2.2682524139135403,S,Third,woman,False,Southampton,no,True
405,0,2,male,0.3091848240994395,1,0,3.091042453358316,S,Second,man,True,Southampton,no,False
406,0,3,male,1.5299110304473298,0,0,2.169053700369523,S,Third,man,True,Southampton,no,True
407,1,2,male,-1.9168453168878898,1,1,2.9831534913471307,S,Second,child,False,Southampton,yes,False
408,0,3,male,-0.6243116866371824,0,0,2.1719067693519296,S,Third,man,True,Southampton,no,True
411,0,3,male,-0.22882591345669478,0,0,2.061570298060867,Q,Third,man,True,Queenstown,no,True
412,1,1,female,0.23737740019662243,1,0,4.51085950651685,Q,First,woman,False,Queenstown,yes,False
414,1,3,male,1.0272590631276102,0,0,2.188856327665703,S,Third,man,True,Southampton,yes,True
415,0,3,female,-0.5704561187100696,0,0,2.2027647577118348,S,Third,woman,False,Southampton,no,True
416,1,2,female,0.3091848240994395,1,1,3.5115454388310208,S,Second,woman,False,Southampton,yes,False
417,1,2,female,-0.8397339583456337,0,2,2.6390573296152584,S,Second,woman,False,Southampton,yes,False
419,0,3,female,-1.4141933495681702,0,2,3.224857896545748,S,Third,child,False,Southampton,no,False
421,0,3,male,-0.6243116866371824,0,0,2.167143305297764,Q,Third,man,True,Queenstown,no,True
422,0,3,male,-0.049852295414645864,0,0,2.1832383353614797,S,Third,man,True,Southampton,no,True
423,0,3,female,-0.12165971931746294,1,1,2.7343675094195836,S,Third,woman,False,Southampton,no,False
424,0,3,male,-0.8397339583456337,1,1,3.0545906305603445,S,Third,man,True,Southampton,no,False
426,1,2,female,-0.12165971931746294,1,0,3.295836866004329,S,Second,woman,False,Southampton,yes,False
427,1,2,female,-0.7679265344428166,0,0,3.295836866004329,S,Second,woman,False,Southampton,yes,True
429,1,3,male,0.16556997629380535,0,0,2.2027647577118348,S,Third,man,True,Southampton,yes,True
430,1,1,male,-0.12165971931746294,0,0,3.3160025355989236,S,First,man,True,Southampton,yes,True
432,1,2,female,0.8836442153219761,1,0,3.295836866004329,S,Second,woman,False,Southampton,yes,False
433,0,3,male,-0.9115413822484507,0,0,2.094945728215801,S,Third,man,True,Southampton,no,True
434,0,1,male,1.4581036065445128,1,0,4.041295341132285,S,First,man,True,Southampton,no,False
435,1,1,female,-1.126963653956902,1,2,4.795790545596741,S,First,child,False,Southampton,yes,False
436,0,3,female,-0.6243116866371824,2,2,3.5660053559634015,S,Third,woman,False,Southampton,no,False
437,1,2,female,-0.4088894149287312,2,3,2.9831534913471307,S,Second,woman,False,Southampton,yes,False
438,0,1,male,2.463407541183952,1,4,5.575949103146316,S,First,man,True,Southampton,no,False
439,0,2,male,0.09376255239098828,0,0,2.4423470353692043,S,Second,man,True,Southampton,no,True
440,1,2,female,1.0990664870304272,1,1,3.305053521109253,S,Second,woman,False,Southampton,yes,False
441,0,3,male,-0.6961191105399995,0,0,2.3513752571634776,S,Third,man,True,Southampton,no,True
442,0,3,male,-0.33708199102591413,1,0,2.1719067693519296,S,Third,man,True,Southampton,no,False
443,1,2,female,-0.12165971931746294,0,0,2.6390573296152584,S,Second,woman,False,Southampton,yes,True
444,1,3,male,-0.22882591345669478,0,0,2.2096470973347766,S,Third,man,True,Southampton,yes,True
445,1,1,male,-1.8450378929850726,0,2,4.417131919904876,S,First,child,False,Southampton,yes,False
446,1,2,female,-1.198771077859719,0,1,3.0204248861443626,S,Second,child,False,Southampton,yes,False
447,1,1,male,0.3091848240994395,0,0,3.3160025355989236,S,First,man,True,Southampton,yes,True
448,1,3,female,-1.7732304690822556,2,1,3.0085645861193133,C,Third,child,False,Cherbourg,yes,False
449,1,1,male,1.6017184543501468,0,0,3.449987545831587,S,First,man,True,Southampton,yes,True
450,0,2,male,0.45279967190507364,1,2,3.3586377672433594,S,Second,man,True,Southampton,no,False
451,0,3,male,-0.22882591345669478,1,0,3.0429354648621407,S,Third,man,True,Southampton,no,False
452,0,1,male,0.021955128488171206,0,0,3.3586377672433594,C,First,man,True,Cherbourg,no,True
453,1,1,male,1.3862961826416955,1,0,4.500966778400217,C,First,man,True,Cherbourg,yes,False
455,1,3,male,-0.049852295414645864,0,0,2.1855792552411137,C,Third,man,True,Cherbourg,yes,True
456,0,1,male,2.535214965086769,0,0,3.3160025355989236,S,First,man,True,Southampton,no,True
457,1,1,female,0.35311407166351566,1,0,3.967694202798607,S,First,woman,False,Southampton,yes,False
458,1,2,female,1.4581036065445128,0,0,2.4423470353692043,S,Second,woman,False,Southampton,yes,True
460,1,1,male,1.3144887587388785,0,0,3.3160025355989236,S,First,man,True,Southampton,yes,True
461,0,3,male,0.3091848240994395,0,0,2.2027647577118348,S,Third,man,True,Southampton,no,True
462,0,1,male,1.2426813348360615,0,0,3.676300671907076,S,First,man,True,Southampton,no,True
463,0,2,male,1.3144887587388785,0,0,2.6390573296152584,S,Second,man,True,Southampton,no,True
465,0,3,male,0.5964145197107078,0,0,2.0856720914304723,S,Third,man,True,Southampton,no,True
467,0,1,male,1.8889481499614151,0,0,3.3160025355989236,S,First,man,True,Southampton,no,True
468,0,3,male,-0.22882591345669478,0,0,2.1661924680884908,Q,Third,man,True,Queenstown,no,True
469,1,3,female,-2.0784120206692283,2,1,3.0085645861193133,C,Third,child,False,Cherbourg,yes,False
471,0,3,male,0.5964145197107078,0,0,2.2682524139135403,S,Third,man,True,Southampton,no,True
472,1,2,female,0.23737740019662243,1,2,3.3586377672433594,S,Second,woman,False,Southampton,yes,False
473,1,2,female,-0.4806968388315483,0,0,2.694066212646058,C,Second,woman,False,Cherbourg,yes,True
474,0,3,female,-0.5525042627343654,0,0,2.3830123421066602,S,Third,woman,False,Southampton,no,True
475,0,1,male,0.8320424051549814,0,0,3.970291913552122,S,First,man,True,Southampton,no,True
477,0,3,male,-0.049852295414645864,1,0,2.0851502161468174,S,Third,man,True,Southampton,no,False
478,0,3,male,-0.5525042627343654,0,0,2.142510233146819,S,Third,man,True,Southampton,no,True
479,1,3,female,-1.9886527407907069,0,1,2.586823743668066,S,Third,child,False,Southampton,yes,False
480,0,3,male,-1.4860007734709872,5,2,3.8691155044168695,S,Third,child,False,Southampton,no,False
482,0,3,male,1.4581036065445128,0,0,2.2027647577118348,S,Third,man,True,Southampton,no,True
483,1,3,female,2.391600117281135,0,0,2.3596740599781727,S,Third,woman,False,Southampton,yes,True
484,1,1,male,-0.33708199102591413,1,0,4.5226490762785785,C,First,man,True,Cherbourg,yes,False
486,1,1,female,0.38099224800225656,1,0,4.51085950651685,S,First,woman,False,Southampton,yes,False
487,0,1,male,2.0325629977670494,0,0,3.4242626545931514,C,First,man,True,Cherbourg,no,True
489,1,3,male,-1.4860007734709872,1,1,2.8273136219290276,S,Third,child,False,Southampton,yes,False
491,0,3,male,-0.6243116866371824,0,0,2.1102132003465894,S,Third,man,True,Southampton,no,True
492,0,1,male,1.817140726058598,0,0,3.449987545831587,S,First,man,True,Southampton,no,True
493,0,1,male,2.9660595085036716,0,0,3.922056501139853,C,First,man,True,Cherbourg,no,True
495,0,3,male,-0.22882591345669478,0,0,2.738146075922933,C,Third,man,True,Cherbourg,no,True
496,1,1,female,1.7453333021557809,1,0,4.37281811610993,C,First,woman,False,Cherbourg,yes,False
497,0,3,male,-0.22882591345669478,0,0,2.7788192719904172,S,Third,man,True,Southampton,no,True
498,0,1,female,-0.33708199102591413,1,2,5.027492411162679,S,First,woman,False,Southampton,no,False
499,0,3,male,-0.4088894149287312,0,0,2.174274334826008,S,Third,man,True,Southampton,no,True
501,0,3,female,-0.6243116866371824,0,0,2.169053700369523,Q,Third,woman,False,Queenstown,no,True
502,0,3,female,-0.5704561187100696,0,0,2.155151800914312,Q,Third,woman,False,Queenstown,no,True
503,0,3,female,0.5246070958078907,0,0,2.3596740599781727,S,Third,woman,False,Southampton,no,True
504,1,1,female,-0.9833488061512679,0,0,4.471638793363569,S,First,woman,False,Southampton,yes,True
505,0,1,male,-0.8397339583456337,1,0,4.699570861409576,C,First,man,True,Cherbourg,no,False
506,1,2,female,0.23737740019662243,0,2,3.295836866004329,S,Second,woman,False,Southampton,yes,False
507,1,1,male,0.8320424051549814,0,0,3.3160025355989236,S,First,man,True,Southampton,yes,True
508,0,3,male,-0.12165971931746294,0,0,3.1580636854714434,S,Third,man,True,Southampton,no,True
509,1,3,male,-0.2652745671230971,0,0,4.05171190165724,S,Third,man,True,Southampton,yes,True
510,1,3,male,-0.049852295414645864,0,0,2.169053700369523,Q,Third,man,True,Queenstown,yes,True
512,1,1,male,0.45279967190507364,0,0,3.3064287218760624,S,First,man,True,Southampton,yes,True
513,1,1,female,1.7453333021557809,1,0,4.100989104940769,C,First,woman,False,Cherbourg,yes,False
514,0,3,male,-0.4088894149287312,0,0,2.139571923732859,S,Third,man,True,Southampton,no,True
515,0,1,male,1.2426813348360615,0,0,3.5559421706858756,S,First,man,True,Southampton,no,True
516,1,2,female,0.3091848240994395,0,0,2.4423470353692043,S,Second,woman,False,Southampton,yes,True
517,0,3,male,-0.22882591345669478,0,0,3.224857896545748,Q,Third,man,True,Queenstown,no,True
518,1,2,female,0.45279967190507364,1,0,3.295836866004329,S,Second,woman,False,Southampton,yes,False
519,0,3,male,0.16556997629380535,0,0,2.1855792552411137,S,Third,man,True,Southampton,no,True
520,1,1,female,0.021955128488171206,0,0,4.548599834499697,S,First,woman,False,Southampton,yes,True
523,1,1,female,1.0272590631276102,0,1,4.077184839375167,C,First,woman,False,Cherbourg,yes,False
524,0,3,male,-0.22882591345669478,0,0,2.1076888046179385,C,Third,man,True,Cherbourg,no,True
525,0,3,male,0.7759330794677505,0,0,2.169053700369523,Q,Third,man,True,Queenstown,no,True
527,0,1,male,0.8320424051549814,0,0,5.406181146423973,S,First,man,True,Southampton,no,True
528,0,3,male,0.6682219436135248,0,0,2.188856327665703,S,Third,man,True,Southampton,no,True
529,0,2,male,-0.4806968388315483,2,1,2.5257286443082556,S,Second,man,True,Southampton,no,False
530,1,2,female,-1.9886527407907069,1,1,3.295836866004329,S,Second,child,False,Southampton,yes,False
532,0,3,male,-0.9115413822484507,1,1,2.1076888046179385,C,Third,man,True,Cherbourg,no,False
533,1,3,female,-0.5704561187100696,0,2,3.1509523813392697,C,Third,woman,False,Cherbourg,yes,False
534,0,3,female,0.021955128488171206,0,0,2.2682524139135403,S,Third,woman,False,Southampton,no,True
535,1,2,female,-1.6296156212766215,0,2,3.305053521109253,S,Second,child,False,Southampton,yes,False
536,0,1,male,1.0990664870304272,0,0,3.3160025355989236,S,First,man,True,Southampton,no,True
537,1,1,female,0.021955128488171206,0,0,4.676792929661059,C,First,woman,False,Cherbourg,yes,True
538,0,3,male,-0.22882591345669478,0,0,2.740840023925201,S,Third,man,True,Southampton,no,True
539,1,1,female,-0.5525042627343654,0,2,3.9219733362813143,C,First,woman,False,Cherbourg,yes,False
540,1,1,female,0.45279967190507364,0,2,4.276666119016055,S,First,woman,False,Southampton,yes,False
541,0,3,female,-1.4860007734709872,4,2,3.4742929367327062,S,Third,child,False,Southampton,no,False
542,0,3,female,-1.3423859256653532,4,2,3.4742929367327062,S,Third,child,False,Southampton,no,False
543,1,2,male,0.16556997629380535,1,0,3.295836866004329,S,Second,man,True,Southampton,yes,False
544,0,1,male,1.4581036065445128,1,0,4.676792929661059,C,First,man,True,Cherbourg,no,False
545,0,1,male,2.463407541183952,0,0,3.295836866004329,S,First,man,True,Southampton,no,True
546,1,2,female,-0.7679265344428166,1,0,3.295836866004329,S,Second,woman,False,Southampton,yes,False
547,1,2,male,0.07514339510224774,0,0,2.6988412620169004,C,Second,man,True,Cherbourg,yes,True
548,0,3,male,0.23737740019662243,1,1,3.0692150503137943,S,Third,man,True,Southampton,no,False
549,1,2,male,-1.5578081973738045,1,1,3.6309854756950335,S,Second,child,False,Southampton,yes,False
550,1,1,male,-0.9115413822484507,0,2,4.717456363787216,C,First,man,True,Cherbourg,yes,False
551,0,2,male,-0.19346714322028,0,0,3.295836866004329,S,Second,man,True,Southampton,no,True
552,0,3,male,-0.22882591345669478,0,0,2.17806441028492,Q,Third,man,True,Queenstown,no,True
553,1,3,male,-0.5525042627343654,0,0,2.1071782966514356,C,Third,man,True,Cherbourg,yes,True
554,1,3,female,-0.5525042627343654,0,0,2.1719067693519296,S,Third,woman,False,Southampton,yes,True
556,1,1,female,1.3144887587388785,1,0,3.703768066607687,C,First,woman,False,Cherbourg,yes,False
557,0,1,male,0.8320424051549814,0,0,5.4316456135398825,C,First,man,True,Cherbourg,no,True
558,1,1,female,0.6682219436135248,1,1,4.390118804571218,S,First,woman,False,Southampton,yes,False
559,1,3,female,0.45279967190507364,1,0,2.91235066461494,S,Third,woman,False,Southampton,yes,False
561,0,3,male,0.740029367516342,0,0,2.1855792552411137,S,Third,man,True,Southampton,no,True
562,0,2,male,-0.12165971931746294,0,0,2.6741486494265287,S,Second,man,True,Southampton,no,True
565,0,3,male,-0.4088894149287312,2,0,3.224857896545748,S,Third,man,True,Southampton,no,False
566,0,3,male,-0.7679265344428166,0,0,2.1855792552411137,S,Third,man,True,Southampton,no,True
567,0,3,female,-0.049852295414645864,0,4,3.0944457464900235,S,Third,woman,False,Southampton,no,False
569,1,3,male,0.16556997629380535,0,0,2.180891922715322,S,Third,man,True,Southampton,yes,True
570,1,2,male,2.319792693378318,0,0,2.4423470353692043,S,Second,man,True,Southampton,yes,True
571,1,1,female,1.6735258782529638,2,0,3.960416900617205,S,First,woman,False,Southampton,yes,False
572,1,1,male,0.45279967190507364,0,0,3.3100867049215847,S,First,man,True,Southampton,yes,True
574,0,3,male,-0.9833488061512679,0,0,2.2027647577118348,S,Third,man,True,Southampton,no,True
575,0,3,male,-0.7679265344428166,0,0,2.740840023925201,S,Third,man,True,Southampton,no,True
576,1,2,female,0.3091848240994395,0,0,2.6390573296152584,S,Second,woman,False,Southampton,yes,True
577,1,1,female,0.6682219436135248,1,0,4.041295341132285,S,First,woman,False,Southampton,yes,False
578,0,3,female,-0.5704561187100696,1,0,2.738146075922933,C,Third,woman,False,Cherbourg,no,False
579,1,3,male,0.16556997629380535,0,0,2.188856327665703,S,Third,man,True,Southampton,yes,True
580,1,2,female,-0.33708199102591413,1,1,3.4339872044851463,S,Second,woman,False,Southampton,yes,False
581,1,1,female,0.6682219436135248,1,1,4.717456363787216,C,First,woman,False,Cherbourg,yes,False
582,0,2,male,1.7453333021557809,0,0,3.295836866004329,S,Second,man,True,Southampton,no,True
